"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sirena",,,,"User:","andrej"
"Cmdline:","dstat -T -c -C total,0,1,2,3,4,5,6,7 -m -d -D sda --disk-util --disk-tps --output profiling_idle_sirena.csv",,,,"Date:","10 Dec 2017 11:52:06 CET"

"epoch","total cpu usage",,,,,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"memory usage",,,,"dsk/sda",,"sda","dsk/sda",
"epoch","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","util","reads","writs"
1512903136.541,0.250,0.875,98.0,0.875,0.0,0.0,0.0,0.0,96.970,3.030,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,2.020,95.960,2.020,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,0.990,1.980,97.030,0.0,0.0,0.0,1479221248.0,162394112.0,25086066688.0,23918821376.0,0.0,57344.0,6.800,0.0,6.0
1512903137.541,0.625,0.500,97.500,1.375,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,92.929,7.071,0.0,0.0,0.0,1.0,96.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1480056832.0,162394112.0,25086066688.0,23917985792.0,0.0,147456.0,12.800,0.0,12.0
1512903138.541,0.250,0.876,97.997,0.876,0.0,0.0,0.990,1.980,97.030,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,92.929,7.071,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1479598080.0,162394112.0,25086066688.0,23918444544.0,0.0,40960.0,7.600,0.0,6.0
1512903139.541,0.0,0.625,98.750,0.625,0.0,0.0,0.0,0.0,99.010,0.990,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.971,1.942,92.233,3.883,0.0,0.971,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,97.0,0.0,0.0,0.0,0.990,0.0,98.020,0.990,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478967296.0,162394112.0,25086066688.0,23919075328.0,0.0,151552.0,9.200,0.0,11.0
1512903140.541,0.501,0.501,97.747,1.252,0.0,0.0,2.020,1.010,96.970,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.990,95.050,3.960,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,96.040,3.960,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,1479618560.0,162394112.0,25086070784.0,23918419968.0,0.0,94208.0,10.400,0.0,19.0
1512903141.541,0.249,0.998,98.130,0.623,0.0,0.0,0.0,2.020,97.980,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,94.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,2.970,97.030,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478963200.0,162394112.0,25086070784.0,23919075328.0,0.0,57344.0,6.400,0.0,6.0
1512903142.541,0.376,0.502,96.612,2.509,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.0,94.0,5.0,0.0,0.0,2.020,1.010,92.929,4.040,0.0,0.0,0.0,0.0,88.889,11.111,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1479139328.0,162394112.0,25086070784.0,23918899200.0,0.0,188416.0,20.0,0.0,18.0
1512903143.541,0.375,1.375,98.125,0.125,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.020,1.020,97.959,0.0,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,3.960,95.050,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479344128.0,162394112.0,25086070784.0,23918694400.0,0.0,0.0,0.0,0.0,0.0
1512903144.541,0.376,0.627,96.867,2.130,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.990,0.990,88.119,9.901,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,96.970,3.030,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,95.960,4.040,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.980,1.980,96.040,0.0,0.0,0.0,1478455296.0,162394112.0,25086070784.0,23919583232.0,0.0,188416.0,20.800,0.0,18.0
1512903145.541,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478709248.0,162394112.0,25086070784.0,23919329280.0,0.0,49152.0,0.0,0.0,12.0
1512903146.541,0.125,1.003,97.494,1.378,0.0,0.0,0.0,2.970,97.030,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,92.857,7.143,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.020,97.980,0.0,0.0,0.0,0.0,0.0,97.980,2.020,0.0,0.0,0.0,0.0,97.980,2.020,0.0,0.0,1479471104.0,162394112.0,25086070784.0,23918567424.0,0.0,180224.0,14.800,0.0,15.0
1512903147.541,0.375,0.624,98.627,0.375,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,2.020,1.010,96.970,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479159808.0,162394112.0,25086074880.0,23918874624.0,0.0,20480.0,2.400,0.0,3.0
1512903148.541,0.375,1.252,97.497,0.876,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,1.980,94.059,3.960,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,96.970,3.030,0.0,0.0,0.980,3.922,95.098,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.990,1.980,97.030,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479340032.0,162394112.0,25086074880.0,23918694400.0,0.0,40960.0,6.800,0.0,6.0
1512903149.541,0.375,0.751,96.996,1.877,0.0,0.0,1.0,1.0,93.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,90.099,9.901,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,1.980,3.960,94.059,0.0,0.0,0.0,1480269824.0,162394112.0,25086074880.0,23917764608.0,0.0,188416.0,18.800,0.0,18.0
1512903150.541,0.125,1.0,98.875,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,1.980,97.030,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479213056.0,162394112.0,25086074880.0,23918821376.0,0.0,40960.0,0.0,0.0,9.0
1512903151.541,0.501,0.375,96.996,2.128,0.0,0.0,0.0,0.0,92.0,8.0,0.0,0.0,2.970,0.990,94.059,1.980,0.0,0.0,0.0,1.010,92.929,6.061,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.980,0.980,98.039,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1479061504.0,162394112.0,25086074880.0,23918972928.0,0.0,200704.0,20.0,0.0,18.0
1512903152.541,0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479061504.0,162394112.0,25086074880.0,23918972928.0,0.0,0.0,0.0,0.0,0.0
1512903153.541,0.125,1.001,97.247,1.627,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,95.050,4.950,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,92.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,95.960,3.030,0.0,0.0,1479282688.0,162394112.0,25086074880.0,23918751744.0,0.0,176128.0,15.200,0.0,15.0
1512903154.541,0.627,0.877,97.494,1.003,0.0,0.0,1.0,1.0,95.0,3.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.990,95.050,3.960,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.980,96.040,1.980,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,1.010,1.010,97.980,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,1479520256.0,162394112.0,25086074880.0,23918514176.0,0.0,57344.0,10.800,0.0,9.0
1512903155.541,0.125,1.0,98.875,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.020,97.980,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.960,96.040,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,1479311360.0,162394112.0,25086074880.0,23918723072.0,0.0,0.0,0.0,0.0,0.0
1512903156.541,0.250,0.626,97.872,1.252,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.990,96.040,2.970,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,92.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.980,1.980,96.040,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478774784.0,162394112.0,25086074880.0,23919259648.0,0.0,155648.0,11.600,0.0,12.0
1512903157.541,0.125,1.126,97.872,0.876,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,1.010,94.949,4.040,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,95.0,3.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,1479467008.0,162394112.0,25086078976.0,23918563328.0,0.0,40960.0,7.600,0.0,6.0
1512903158.541,0.499,0.624,96.504,2.372,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,0.0,0.0,91.919,8.081,0.0,0.0,0.0,1.0,96.0,3.0,0.0,0.0,0.0,0.0,93.0,7.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,3.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479249920.0,162394112.0,25086078976.0,23918780416.0,0.0,188416.0,19.200,0.0,18.0
1512903159.541,0.125,0.626,99.249,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,1479380992.0,162394112.0,25086083072.0,23918645248.0,0.0,0.0,0.0,0.0,0.0
1512903160.541,0.125,1.124,97.004,1.748,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,2.0,95.0,3.0,0.0,0.0,0.0,0.0,93.069,6.931,0.0,0.0,0.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,96.970,3.030,0.0,0.0,1479458816.0,162394112.0,25086083072.0,23918567424.0,0.0,180224.0,16.0,0.0,15.0
1512903161.541,0.375,0.625,97.375,1.625,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,94.949,5.051,0.0,0.0,2.0,1.0,97.0,0.0,0.0,0.0,0.990,0.990,97.030,0.990,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,95.0,4.0,0.0,0.0,1479667712.0,162394112.0,25086083072.0,23918358528.0,0.0,57344.0,12.400,0.0,9.0
1512903162.541,0.250,0.875,98.875,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,0.0,3.0,97.0,0.0,0.0,0.0,1479585792.0,162394112.0,25086083072.0,23918440448.0,0.0,0.0,0.0,0.0,0.0
1512903163.541,0.376,0.502,97.616,1.506,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,3.030,0.0,90.909,6.061,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.010,0.0,92.929,6.061,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478189056.0,162394112.0,25086083072.0,23919837184.0,0.0,188416.0,12.800,0.0,13.0
1512903164.541,0.375,1.252,98.123,0.250,0.0,0.0,0.0,4.0,96.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,0.990,98.020,0.990,0.0,0.0,1.0,3.0,96.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478434816.0,162394112.0,25086083072.0,23919591424.0,0.0,24576.0,1.200,0.0,2.0
1512903165.541,0.0,0.125,98.118,1.757,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.990,0.990,90.099,7.921,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,94.949,5.051,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1480593408.0,162394112.0,25086083072.0,23917432832.0,0.0,167936.0,18.0,0.0,16.0
1512903166.541,0.375,0.499,99.126,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,1479585792.0,162394112.0,25086083072.0,23918440448.0,0.0,40960.0,0.0,0.0,8.0
1512903167.541,0.125,0.752,97.368,1.754,0.0,0.0,0.0,0.990,96.040,2.970,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,0.990,1.980,97.030,0.0,0.0,0.0,0.0,0.0,94.0,6.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479811072.0,162394112.0,25086083072.0,23918215168.0,0.0,184320.0,14.0,0.0,13.0
1512903168.541,0.500,0.500,97.750,1.250,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,95.960,4.040,0.0,0.0,3.030,1.010,93.939,2.020,0.0,0.0,0.0,0.0,96.0,4.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1480220672.0,162394112.0,25086083072.0,23917805568.0,0.0,61440.0,10.800,0.0,9.0
1512903169.541,0.375,1.502,98.123,0.0,0.0,0.0,0.0,2.020,97.980,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.030,95.960,1.010,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479331840.0,162394112.0,25086083072.0,23918694400.0,0.0,0.0,0.0,0.0,0.0
1512903170.541,0.625,0.375,97.0,2.0,0.0,0.0,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,94.949,5.051,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,98.0,1.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,3.960,0.0,92.079,3.960,0.0,0.0,0.0,0.0,96.970,3.030,0.0,0.0,1479331840.0,162394112.0,25086083072.0,23918694400.0,0.0,188416.0,17.200,0.0,18.0
1512903171.541,0.249,1.122,98.628,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.971,1.942,97.087,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479200768.0,162394112.0,25086087168.0,23918821376.0,0.0,0.0,0.0,0.0,0.0
1512903172.541,0.125,0.0,98.750,1.125,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,95.960,4.040,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,97.030,2.970,0.0,0.0,1479200768.0,162394112.0,25086087168.0,23918821376.0,0.0,172032.0,16.0,0.0,15.0
